﻿統一編號,經紀業名稱,緯度,經度,行政區,地址
24821793,源豐不動產有限公司,24.1101823,120.6841839,台中市大里區,東榮路229號1樓
24827699,富安不動產經紀有限公司,24.1583553,120.7190942,台中市太平區,育賢路203號
24828846,發竑不動產經紀有限公司,24.1103797,120.5983019,台中市烏日區,榮泉里榮和路202號
24828515,大樹不動產經紀有限公司,24.2460357,120.6819375,台中市大雅區,民生路1段267號1樓
24832573,豐慶開發有限公司,24.1689023,120.691845,台中市北屯區,平昌里天津路4段243號
24829134,曜陽開發有限公司,24.1515335,120.6769369,台中市北區,中清路1段590號1樓
24834468,主流不動產開發有限公司,24.1042204,120.6267956,台中市烏日區,烏日里新興路200號
24834489,雲柱行銷有限公司,24.1170223,120.6613682,台中市南區,南和里工學路116號6樓之1
24836016,育德不動產開發有限公司,24.3480526,120.6247199,台中市大甲區,育德路170號1樓
24842707,燊鼎地產股份有限公司,24.1741039,120.6853468,台中市北屯區,平和里崇德路2段209號、211號1樓
24839153,德泰利不動產有限公司,24.1150695,120.6746934,台中市大里區,大明路486號
24840291,實踐佳不動產經紀有限公司,24.1302841,120.6466119,台中市南屯區,豐樂里文心南路270號
24842609,金諺不動產仲介經紀有限公司,24.1483659,120.5458747,台中市大肚區,大東里沙田路2段497號1樓
54882901,碩豐不動產開發有限公司,24.160178,120.634072,台中市西屯區,黎明路2段800號1樓
24846979,鼎峰房屋不動產有限公司,24.158121,120.7201808,台中市太平區,育賢路157之6號
54746977,利基開發建設股份有限公司,24.0706452,120.7033894,台中市霧峰區,民生路166之2號1樓
54881558,盛富不動產經紀股份有限公司,24.1666209,120.725849,台中市北屯區,景賢路129號
54881537,羿晟不動產經紀股份有限公司,24.1145611,120.6679459,台中市南區,高工路391號1樓
54882156,良家不動產開發有限公司,24.2519878,120.733678,台中市豐原區,南村里豐東路360號1樓
53599955,中科不動產租賃有限公司,24.193149,120.610527,台中市西屯區,永安里國安一路208巷12號
54883459,東勢房屋土地開發有限公司,24.25889,120.8274642,台中市東勢區,北興里豐勢路513號1樓
54888525,云嘉不動產經紀有限公司,24.1694414,120.6452236,台中市西屯區,上德里上石路138號1樓
54888736,通寶不動產有限公司,24.1947918,120.7040976,台中市潭子區,頭家東里中山路1段232號1樓
54897539,榮爵不動產有限公司,24.1346638,120.7260302,台中市太平區,東和里中和街463號1樓
54892372,尹鈞不動產經紀有限公司,24.1479649,120.6356248,台中市南屯區,三厝里黎明路2段237號
54893610,昇旺旺不動產仲介經紀有限公司,24.2518775,120.7265585,台中市豐原區,中陽里8鄰向陽路222號1樓
24823764,福源物業有限公司,24.2267224,120.5745003,台中市沙鹿區,北勢里英才路22之3號1樓
54896980,天誠不動產經紀有限公司,24.1678042,120.680823,台中市北屯區,平陽里綏遠路2段266號
54900871,鑫德信不動產仲介經紀有限公司,24.1916126,120.6119176,台中市西屯區,永安里國安一路161號
54902771,灅霆不動產有限公司,24.3554142,120.6256497,台中市大甲區,雁門路347巷8號1樓
54903531,欣岳不動產有限公司,24.17115,120.67949,台中市北屯區,北平路3段2號
54906729,仁璽不動產實業有限公司,24.1713043,120.6908022,台中市北屯區,平昌里文心路4段822號1樓
54904222,偉而僖不動產經紀業有限公司,24.170301,120.642792,台中市西屯區,上安里河南路2段484號1樓
54904567,豐禾地產開發股份有限公司,24.1203447,120.6884983,台中市大里區,祥興里中興路2段768之6號
54906360,有家不動產經紀有限公司,24.1821394,120.6409014,台中市西屯區,西安里福星路88之1號
42662121,世義不動產仲介有限公司,24.337655,120.6551761,台中市大甲區,岷山里中山路1段902號
40633163,大業不動產仲介商行,24.246736,120.729811,台中市豐原區,北陽里豐東路68巷7弄5號1樓
54907277,佳恆不動產經紀有限公司,24.1478751,120.645361,台中市南屯區,惠中里大墩十街350號2樓
54908661,好幸福房屋經紀有限公司,24.125232,120.660831,台中市南區,福順里南陽街84號1樓
54910266,仁盈不動產有限公司,24.1492425,120.6374776,台中市南屯區,河南路4段460-1號
42665703,品天土地開發股份有限公司,24.1882928,120.5914739,台中市龍井區,藝術街127號1樓
42664985,如意不動產仲介經紀有限公司,24.1367631,120.646695,台中市南屯區,文心南路20號1樓
42663000,正傑開發興業有限公司,24.1434047,120.6137709,台中市南屯區,文山里忠勇路49之6號1樓
42666196,廣程不動產經紀有限公司,24.1852679,120.6872226,台中市北屯區,松強里山西路3段192號1樓
42664541,愛心不動產經紀有限公司,24.1433161,120.6497029,台中市南屯區,大墩路273號1樓
54898072,金宏觀地產有限公司,24.1493296,120.6284162,台中市南屯區,新生里益豐路4段495號
42668315,佳禧不動產經紀有限公司,24.1892039,120.669617,台中市北屯區,敦化路1段515號
40665093,立吉富地產企社,24.1752849,120.6945258,台中市北屯區,平興里興安路2段25號1樓
53818369,豪龍房屋有限公司,24.1225891,120.6309253,台中市南屯區,鎮平里楓平路660號之1
54097467,太帥不動產有限公司,24.1857915,120.6221078,台中市西屯區,福雅里永福路176巷7號
42678947,賀晟有限公司,24.1378154,120.6115546,台中市南屯區,永春南路61巷17號1樓
42680182,亨隆地產股份有限公司,24.1761114,120.6372705,台中市西屯區,黎明路3段191號2樓
42681788,天源鋒國際開發股份有限公司,24.1762202,120.7238257,台中市北屯區,和平里東山路1段367之23號1樓
42681817,大亨不動產經紀有限公司,24.1847219,120.686406,台中市北屯區,仁和里崇德路3段146號、148號
42682604,晉墉廣告行銷有限公司,24.1946041,120.5476519,台中市龍井區,龍泉里沙田路5段98巷66弄32號
45146579,宇強廣告企劃有限公司,24.1741415,120.6723032,台中市北屯區,文心路4段67號10樓之1
42687501,凱燁不動產開發有限公司,24.1607114,120.6523366,台中市西屯區,臺灣大道2段847號1樓
42688558,大欣不動產經紀有限公司,24.1815612,120.7016432,台中市北屯區,軍功里松竹路1段730號1樓
42874878,寶樹地產有限公司,24.1584933,120.6803925,台中市北區,育德里健行路443之9號1樓
42871719,圓心不動產開發有限公司,24.164868,120.7091455,台中市北屯區,水景里太原路3段739號
42871416,清森實業有限公司,24.1840048,120.6860185,台中市北屯區,仁和里崇德十路1段485號1樓
42873786,允發不動產仲介經紀有限公司,24.1667461,120.671118,台中市北區,明新里漢口路3段146號1樓
42878092,佳恆開發實業有限公司,24.1478751,120.645361,台中市南屯區,惠中里大墩十街350號1樓
42879000,宇盛不動產經紀有限公司,24.1596222,120.7185045,台中市太平區,新坪里太順路351號1樓
42878760,三共不動產經紀有限公司,24.1714605,120.6985651,台中市北屯區,東光里北屯路264之6號1樓
20307014,中華不動產企業社,24.1197796,120.7202354,台中市太平區,長億里長億一街37號
45149077,鼎域不動產開發有限公司,24.1559819,120.6407362,台中市西屯區,惠來里惠中路2段72號1樓
45146894,築創資產管理有限公司,24.143352,120.6482392,台中市南屯區,文心里向心路158號2樓
45149055,竤發不動產開發有限公司,24.1291471,120.6744422,台中市南區,新榮里學府路168巷8號1樓
45879854,聯城不動產事業股份有限公司,24.1695777,120.7068652,台中市北屯區,水景里東山路1段193之15號1樓
45195579,凱盛不動產有限公司,24.1751219,120.7212385,台中市北屯區,和平里軍福十六路386號
45878308,尚峰不動產有限公司,24.1825957,120.6921996,台中市北屯區,松和里松竹路2段331號1、2樓
45878291,仨億不動產有限公司,24.1727545,120.680049,台中市北屯區,平德里文心路4段270號
42880604,周興不動產仲介經紀有限公司,24.241766,120.723261,台中市豐原區,南陽里保康路100號1樓
45879025,華府房屋仲介股份有限公司,24.1623305,120.6352469,台中市西屯區,朝富路213號11樓之11
45882274,耀賸不動產仲价有限公司,24.13559,120.6440897,台中市南屯區,向上南路1段201號1樓
59748215,吳忠福不動產經紀有限公司,24.2326773,120.558502,台中市大肚區,福山里沙田路1段591號1樓
45887778,匯澄房仲開發有限公司,24.1170593,120.6659931,台中市南區,南和里工學路50號1樓
47495897,兆凌不動產經紀商行,24.2069237,120.5648115,台中市沙鹿區,三鹿里保寧路30號1樓
42880007,吉屋租賃有限公司,24.1937208,120.6842092,台中市北屯區,豐樂路1之9號2樓
42881836,古德開發有限公司,24.1511789,120.6973316,台中市東區,自強街20巷16號
42881420,圓夢家不動產經紀有限公司,24.1348391,120.6459988,台中市南屯區,向心里永春東路556號1樓
42882912,嘉慶不動產有限公司,24.1735453,120.6370844,台中市西屯區,黎明路3段101號
42883406,品辰不動產開發有限公司,24.1646155,120.6360306,台中市西屯區,潮洋里朝富路166號1樓
42883412,富盛房產有限公司,24.108175,120.5985843,台中市烏日區,三榮十二路6號
59748714,主流地產開發有限公司,24.1042204,120.6267956,台中市烏日區,新興路200號1樓
60214771,鼎圓不動產經紀有限公司,24.1476629,120.650094,台中市南屯區,惠中里大墩路476號2樓
59841606,成侑不動產有限公司,24.1265962,120.6705152,台中市南區,建成路1920號1-3樓
59862600,恩德不動產有限公司,24.0760246,120.7047817,台中市霧峰區,吉峰路88之8號
60207167,圓周率廣告有限公司,24.1594102,120.6694237,台中市北區,健行里健行路780號2樓
47501032,吉俐不動產企業社,24.251979,120.8294694,台中市東勢區,延平里本街16號1樓
60253231,正傑專業土地開發有限公司,24.1434047,120.6137709,台中市南屯區,文山里忠勇路49之6號1樓
60208166,宸佳不動產經紀有限公司,24.0969194,120.6696311,台中市大里區,大里里大里路471之1號1樓
60233854,順成不動產經紀有限公司,24.2420037,120.5630657,台中市沙鹿區,鹿寮里成功東街68號1樓
60259312,富盟物業股份有限公司,24.1506292,120.649594,台中市南屯區,惠中里文心路1段324號14樓之1
28915574,大睿廣告企劃有限公司,24.2176972,120.6659832,台中市大雅區,建興路157號
60272912,有其屋不動產有限公司,24.0885656,120.6970797,台中市大里區,金城里萬壽街52巷11號1樓
28628828,聖運興科技有限公司,24.2253256,120.6520463,台中市大雅區,大雅里大榮街116號1樓
60292229,大地方不動產有限公司,24.257404,120.5321188,台中市梧棲區,中和街173號1樓
60290637,泰榮科技開發股份有限公司,24.1649035,120.6415386,台中市西屯區,惠來里市政北七路186號12樓之9
60278227,宏全盛銷售股份有限公司,24.1729437,120.6692817,台中市北區,立人里華美街2段322號1樓
60323264,女王地產有限公司,24.1454777,120.6895063,台中市東區,復興路5段170號
60329730,家興房屋開發有限公司,24.1698408,120.6510339,台中市西屯區,大河里櫻城二街10號
60356476,兆翊地產經紀有限公司,24.1355049,120.638297,台中市南屯區,永春東路990號
60374755,鑫鎧銘開發有限公司,24.1851689,120.694926,台中市北屯區,興安路2段501號1樓
60553309,治緯不動產經紀有限公司,24.1595884,120.6559936,台中市西屯區,何明里漢口路1段48號1樓
60419401,囍富地產有限公司,24.1848023,120.6950016,台中市北屯區,興安路2段481號
60408734,寬居不動產經紀有限公司,24.1409504,120.7083978,台中市東區,十甲東路568號1樓
60210769,愛家管理顧問股份有限公司,24.14002,120.6473995,台中市南屯區,文心路1段378號5樓之6
60460604,中冠不動產有限公司,24.1732402,120.6787474,台中市北屯區,文心路四段277號1樓
60562709,大帥一不動產有限公司,24.3499037,120.6222866,台中市大甲區,三民路173號1樓
60389151,大濠阜不動產經紀有限公司,24.120033,120.6549381,台中市南區,樹德里復興北路326號
60440404,承益房地開發有限公司,24.2025514,120.7052545,台中市潭子區,福仁里大新路128號2樓
60313239,承運開發有限公司,24.14002,120.6473995,台中市南屯區,溝墘里文心路1段462之1號1樓
61347519,俊州開發有限公司,24.1224844,120.7207808,台中市太平區,中平里中平九街198號1樓
72324577,佳家舜不動產商行,24.2565554,120.5335938,台中市梧棲區,居仁街209巷69號1樓
61122504,大富得地產開發股份有限公司,24.1452235,120.6549821,台中市西區,公正里精誠路412號1樓
72325920,勝安不動產仲介經紀企業社,24.1092345,120.69434,台中市大里區,東昇里東文街37號1樓
61751257,巨富不動產經紀有限公司,24.1907499,120.6120003,台中市西屯區,永安里西屯路3段166之40號1樓
24597417,紘宇開發有限公司,24.1527536,120.7265304,台中市太平區,光華里長安路446巷1號1樓
96876633,皇家國際聯合有限公司,24.1542819,120.6544302,台中市西區,公平里大業北路10號2樓
61758717,佳禾不動產經紀業有限公司,24.1563929,120.6356019,台中市南屯區,河南路4段180-1號1樓
61806555,富冠不動產有限公司,24.1751219,120.7212385,台中市北屯區,和平里軍福十六路386號2樓
72331134,信昌不動產經紀商行,24.2423377,120.5711141,台中市沙鹿區,竹林里三民路125號3樓
72330780,美樂地不動產企業社,24.1137658,120.6730746,台中市大里區,永隆里永隆七街228號1樓
50823016,富?不動產經紀有限公司,24.1802889,120.7210684,台中市北屯區,軍福十九路2號
61771676,萬家房屋有限公司,24.1694053,120.6654579,台中市西屯區,漢成街139號1樓
54135238,潔克立流通有限公司,24.1570345,120.7387575,台中市太平區,南興里大興路478號1樓
61833770,勝哲地產股份有限公司,24.1757635,120.6379686,台中市西屯區,青海路2段490號1樓
61836729,田沃開發有限公司,24.1092384,120.6610064,台中市南區,樹義里福田二街8號5樓之2
61846141,台中仁愛不動產有限公司,24.1591731,120.7269173,台中市北屯區,太順路33號1樓
61846965,開成地產有限公司,24.2684163,120.5372228,台中市清水區,八德東路255號1樓
61852240,優昊不動產有限公司,24.1652934,120.6774163,台中市北區,太原路1段492號
61851690,雅豐開發房屋不動產有限公司,24.241807,120.705346,台中市豐原區,三村里西勢路300號1樓
54261109,潤鈦鑫有限公司,24.2362253,120.6675729,台中市大雅區,上楓里民生路4段21號1樓
61880891,森信不動產有限公司,24.1762872,120.6938052,台中市北屯區,平興里柳陽東街84號1樓
61873842,榮耀不動產有限公司,24.1837326,120.6714818,台中市北屯區,平德路96巷16號
61881929,翰昇不動產經紀股份有限公司,24.166897,120.7254305,台中市北屯區,?子里景賢路180號1樓
61833552,艾浩思智慧宅物聯網顧問股份有限公司,24.1712057,120.6951091,台中市北屯區,平田里文心路4段955號10樓之2
24586880,金富春有限公司,24.1475757,120.6528268,台中市西區,中興里美村路1段219號
61907358,巧合不動產投資有限公司,24.2098299,120.5154675,台中市龍井區,三德里工業路177巷21號1樓
61915929,信實地產股份有限公司,24.1655069,120.662684,台中市西屯區,青海路1段136號2樓
61927571,樂安居不動產管理顧問有限公司,24.1596758,120.6527099,台中市西屯區,大墩路1018號
61928712,品承不動產開發有限公司,24.1382757,120.6570165,台中市西區,忠明南路２７０號三樓
61937938,豐實土地開發有限公司,24.1836419,120.6915947,台中市北屯區,松竹路2段306巷1弄42號1樓
61927002,融合不動產仲介有限公司,24.1488282,120.633369,台中市南屯區,三和里永春東七路843號
42890618,群岳實業有限公司,24.1428546,120.6134918,台中市南屯區,文山里忠勇路47之28號
61957053,巨基不動產仲介經紀有限公司,24.1585312,120.6365842,台中市西屯區,惠來里河南路4段75號2樓
61941095,揚展開發股份有限公司,24.1167868,120.6593999,台中市南區,工學路157號1樓
61944706,梅川不動產有限公司,24.1684862,120.6789366,台中市北區,青島路3段4號1樓
61941320,樂成家房產有限公司,24.1209579,120.652344,台中市南區,樹德里建國南路1段143號
62030320,博揚企劃有限公司,24.1561159,120.6419029,台中市西屯區,惠中路2段33號17樓之2
25154396,威名廣告企劃有限公司,24.1885321,120.6182789,台中市西屯區,西屯路3段宏恩1巷6弄20號1樓
62164426,寬心廣告有限公司,24.1675047,120.6798515,台中市北區,梅川里漢口路4段287巷7號2樓
62219702,旌揚不動產仲介經紀有限公司,24.1505424,120.6628671,台中市西區,中興街189號1樓
62140706,馬克資產管理有限公司,24.1373493,120.6662348,台中市西區,公民里忠勤街43巷2號5樓之9
62237096,創意房屋仲介有限公司,24.1783009,120.6240308,台中市西屯區,福和里安和路121之30號1、2樓
62220503,晟揮廣告國際有限公司,24.1598766,120.6682244,台中市北區,健行里忠太東路8號2樓之9
62248903,千田不動產有限公司,24.0982537,120.7264148,台中市太平區,德隆里德明路90巷1號
62191486,駿瑞不動產有限公司,24.1840366,120.7040117,台中市北屯區,崇興路1段2號
42895748,由展開發有限公司,24.1153676,120.686256,台中市大里區,大明里大明路146之1號1樓
62260906,晨希實業有限公司,24.152994,120.6664163,台中市西區,台灣大道2段285號22樓之3
63041704,九赫廣告事業有限公司,24.1418074,120.6276979,台中市南屯區,新生里龍富十三街1之13號1樓
62594609,遠閎不動產有限公司,24.2691987,120.5381202,台中市清水區,?榔里港新五路215號
63035604,統盛土地開發有限公司,24.1529533,120.6664775,台中市西區,民龍里臺灣大道2段285號16樓
63127596,美家地產有限公司,24.171769,120.6867144,台中市北屯區,文心路4段674號1樓
63152406,大管家管理顧問有限公司,24.15784,120.6510411,台中市西屯區,大墩路921號2樓
53485405,百承蘇俊銘土地開發有限公司,24.2322583,120.7073876,台中市潭子區,中山路1段298之7號
24411643,明典興業有限公司,24.228089,120.7071842,台中市潭子區,栗林里中山路3段287巷18弄3號
63325104,台灣不動產經紀業有限公司,24.1539216,120.6855666,台中市北區,三民路3段217號8樓之6
63739104,富馨不動產股份有限公司,24.1795077,120.690508,台中市北屯區,松和里昌平路2段8-2號
63602156,亮通不動產仲介有限公司,24.1667461,120.671118,台中市北區,明新里漢口路3段146號1樓
63635500,頂尖不動產管理顧問有限公司,24.1473174,120.695676,台中市東區,東南街96號1樓
72321467,上垵房屋商行,24.1702717,120.6414892,台中市西屯區,上安里上安路40號1樓
29080404,虹信不動產經紀有限公司,24.0609447,120.6686055,台中市霧峰區,四德里四德路515-5號1樓
63378100,元盈廣告事業有限公司,24.0713153,120.6990744,台中市霧峰區,甲寅里德維西街9號
63872355,拾穗不動產有限公司,24.1518709,120.676797,台中市北區,賴村里中清路1段372號3樓
63888407,春鴻不動產有限公司,24.1529424,120.6663903,台中市西區,臺灣大道2段285號22樓之2
64198909,迦全不動產開發有限公司,24.352847,120.621366,台中市大甲區,文武里信義路285號1樓
63906502,飛龍廣告企劃事業有限公司,24.2100846,120.5561352,台中市沙鹿區,三鹿里自強路1028號1樓
64135807,日竑不動產經紀業有限公司,24.1765435,120.6860478,台中市北屯區,平福里崇德路2段316號1樓
42886918,爵聖不動產有限公司,24.1469734,120.6826965,台中市北區,三民路3段83之1號1樓
42887682,鵬慶不動產有限公司,24.1477662,120.6614916,台中市西區,美村路1段166號
53275463,執行力廣告有限公司,24.1888167,120.6743307,台中市北屯區,仁和里松竹路3段533號2樓
42892398,上宜不動產經紀有限公司,24.2290472,120.5666077,台中市沙鹿區,福興里鎮南路2段397號1樓
42892123,瓏耀地產有限公司,24.1117223,120.6586194,台中市南區,文心南路849號1樓
42893636,晟星不動產經紀有限公司,24.1700381,120.6475317,台中市西屯區,西屯路2段239號
42894353,凱韻不動產有限公司,24.1802846,120.7084309,台中市北屯區,舊社里軍福十九路520號
104085,富築不動產有限公司,24.1648629,120.6579048,台中市西屯區,何厝里西屯路2段69號1樓
50840079,耀輝不動產開發有限公司,24.160662,120.6834474,台中市北區,永興街80巷32之4號
42897458,全晟廣告行銷股份有限公司,24.1785298,120.5844878,台中市龍井區,新東里遊園南路319巷45弄3號1樓
42897339,棣寶不動產有限公司,24.1815237,120.6861019,台中市北屯區,軍功路1段543號2樓
42899792,屋巢匠不動產有限公司,24.1302841,120.6466119,台中市南屯區,豐樂里文心南路270號3樓
42899250,群賢不動產仲介經紀有限公司,24.1510274,120.6555867,台中市西區,公平里公益路232號
50816747,恩典不動產仲介經紀有限公司,24.1588009,120.7146697,台中市太平區,新高里育賢路368號
53077843,俊成科技有限公司,24.1382603,120.6553155,台中市西區,大忠里大忠南街88號1樓
63877801,耀輝不動產經紀有限公司,24.1515335,120.6769369,台中市北區,中清路1段740巷6號3樓
42898745,核心不動產管理顧問有限公司,24.1515335,120.6769369,台中市北區,中清路1段370號9樓之2
42899913,新富昌開發有限公司,24.1550353,120.7193881,台中市太平區,新城里樹孝路340號1樓
50812502,一品不動產經紀股份有限公司,24.1637202,120.6509843,台中市西屯區,文心路3段6之2號
50812480,億潤不動產經紀有限公司,24.1584433,120.7183152,台中市太平區,育賢路225號1樓
50812756,秉達不動產有限公司,24.1815237,120.6861019,台中市北屯區,軍功路1段548號1樓
50812361,宬炘地產有限公司,24.1137701,120.6656209,台中市南區,高工路298號
50811601,久鉅不動產經紀有限公司,24.1604316,120.6486521,台中市西屯區,文心路二段598號10樓之3
50812616,晶贊房屋仲介有限公司,24.1772427,120.6856206,台中市北屯區,平陽里崇德路2段295號2樓
50817540,運昌廣告股份有限公司,24.1419925,120.6696395,台中市西區,忠仁街139號1樓
27916300,美寓廣告有限公司,24.203997,120.6324949,台中市西屯區,林厝里中科路1081之12號1樓
50816134,立晟不動產經紀有限公司,24.1071599,120.601211,台中市烏日區,三榮路2段25號1樓
50816654,大人物不動產有限公司,24.2671268,120.5432298,台中市清水區,?榔里港埠路3段203號1樓
50822396,鉅采行銷有限公司,24.1446844,120.6692082,台中市西區,安龍里梅川東路1段42號9樓之2
61903607,區宇經營管理顧問有限公司,24.1573662,120.6605292,台中市西區,忠誠里臺灣大道2段536號4樓之1
50818908,元源不動產有限公司,24.1746596,120.6936972,台中市北屯區,大連路3段100號1樓
50819738,龍聚不動產有限公司,24.1512194,120.6814285,台中市北區,錦平里中華路2段177、179號1至2樓
45145902,允承廣告有限公司,24.1896768,120.7159706,台中市北屯區,軍功里軍功路2段671巷145號1樓
27501983,晉德廣告企劃有限公司,24.1695777,120.7068652,台中市北屯區,水景里東山路1段191巷17之8號4樓之7
54891991,廣榛物業管理顧問有限公司,24.1515335,120.6769369,台中市北區,文莊里中清路1段79號5樓
50821903,冠冕不動產有限公司,24.1741969,120.6794913,台中市北屯區,平和里梅川西路4段283號1樓
50825507,洲際不動產經紀有限公司,24.1853754,120.6771686,台中市北屯區,松竹路3段391號
50824325,廣知建設開發有限公司,24.2460357,120.6819375,台中市大雅區,民生路1段204號1樓
50825035,尚實不動產有限公司,24.1751219,120.7212385,台中市北屯區,和平里軍福十六路386號2樓
50824330,勤耕不動產經紀有限公司,24.1947918,120.7040976,台中市潭子區,頭家東里中山路1段122號1樓
50825540,大阜濠開發有限公司,24.120033,120.6549381,台中市南區,樹德里復興北路326號1樓
50826750,一春不動產經紀有限公司,24.1170788,120.6597937,台中市南區,南和里工學路166號1樓
50826365,富翔物業有限公司,24.1943136,120.7022723,台中市潭子區,頭家里頭張路1段26號1樓
82793134,昇豪不動產經紀有限公司,24.1506989,120.6739115,台中市西區,和龍里臺灣大道1段726號3樓之11
54558101,宜佳開發有限公司,24.1844175,120.7016752,台中市北屯區,松勇里北屯路471巷8號1樓
50830092,勝鼎不動產經紀有限公司,24.1934029,120.5615422,台中市龍井區,龍泉里南社二街148號1樓
50828482,立寶開發建設有限公司,24.2513574,120.7157566,台中市豐原區,葫蘆里中正路305號3樓
50831156,鉅福不動產經紀有限公司,24.186344,120.6860508,台中市北屯區,崇德路3段159號
62115875,永興旺建築開發有限公司,24.125931,120.734889,台中市太平區,福隆里光興路1475號1樓
50833648,英柏國際地產有限公司,24.1398526,120.6653979,台中市西區,土庫里五權西路1段112號
50834180,信實復興有限公司,24.1266561,120.6650893,台中市南區,復興路2段153之1號
50826858,磐石工商不動產投資開發股份有限公司,24.1594372,120.6531725,台中市西屯區,大墩二十街118號5樓之1
64276600,夏田不動產經紀有限公司,24.0896851,120.6588863,台中市大里區,夏田里國中路十股巷188號1樓
82764588,百富國際開發有限公司,24.1589802,120.6364415,台中市西屯區,河南路4段51號1樓
50837026,鑫誠不動產有限公司,24.1735561,120.6771823,台中市北屯區,文心路4段213號1樓
64288704,榮新不動產開發有限公司,24.0894755,120.6448753,台中市烏日區,溪南路1段713號1樓
82765453,三陽開發有限公司,24.2408465,120.716584,台中市豐原區,田心里育仁路148號1樓
50838600,鑫裕不動產經紀有限公司,24.1476629,120.650094,台中市南屯區,惠中里大墩路476號1樓
50839994,泰福欣業有限公司,24.2587443,120.5360691,台中市梧棲區,大智路2段231號
50838427,宬炘十三期文心旗艦有限公司,24.1182882,120.6526797,台中市南區,樹德里文心南路586號1樓
82789595,威嘉地產開發有限公司,24.1964065,120.6936185,台中市北屯區,昌平東七路666號1樓
82766278,富信不動產經紀有限公司,24.1596828,120.7133807,台中市太平區,新高里樹德路372號
82783142,慕義地產有限公司,24.1578787,120.6555205,台中市西屯區,東興路3段392號2樓
82772187,宜盛富企業有限公司,24.1573171,120.6832556,台中市北區,崇德路1段163號1樓
82766410,樸熙不動產有限公司,24.249898,120.727773,台中市豐原區,中陽里圓環東路577號1樓
82784542,鉅讚不動產有限公司,24.1130807,120.6600996,台中市南區,工學里高工路130號1樓
82436798,圓夢家不動產經紀行,24.1347067,120.641643,台中市南屯區,向心里永春東路857號1樓
82792368,鋐業不動產有限公司,24.172278,120.66928,台中市北區,北平二街30號1樓
82790312,宏全盛設計股份有限公司,24.1688407,120.685566,台中市北屯區,崇德路2段16號12樓
28570945,仙蒂國際股份有限公司,24.1690907,120.6854937,台中市北屯區,崇德路2段28號3樓
82792114,好來得房屋仲介有限公司,24.1723178,120.7273997,台中市北屯區,和祥三街41號1樓
82790875,全拓不動產有限公司,24.1655304,120.6586532,台中市西屯區,甘州五街70號1樓
82789342,群利資產管理有限公司,24.167105,120.666191,台中市北區,漢口路3段1號1樓
82790447,一家不動產經紀有限公司,24.2290472,120.5666077,台中市沙鹿區,福興里鎮南路2段397號2樓
82789949,亮嘉開發有限公司,24.1962681,120.6935946,台中市北屯區,昌平東七路658號
60369492,實美房地產有限公司,24.1645089,120.6839743,台中市北區,頂厝里崇德路1段631號9樓之1
82778984,阿家地產股份有限公司,24.3087775,120.7227516,台中市后里區,墩北里甲后路1段1071號
82794984,大行不動產經紀有限公司,24.1826499,120.5844596,台中市龍井區,新東里遊園南路165號1樓
82794529,建燁不動產開發有限公司,24.1470714,120.6497406,台中市南屯區,大墩路463號7樓之3
82794767,良家房屋仲介有限公司,24.1892039,120.669617,台中市北屯區,后庄里敦化路1段602號1樓
50819929,立晟開發有限公司,24.1683406,120.635576,台中市西屯區,潮洋里黎明路2段883號1樓
82819465,勝竑不動產仲介經紀業有限公司,24.1515335,120.6769369,台中市北區,中清路1段733號
82795359,喜氏開發有限公司,24.1633624,120.6777884,台中市北區,進化北路388號1樓
82805194,麒家不動產有限公司,24.1348826,120.6679014,台中市西區,樂群街262號1樓
82805666,和家開發有限公司,24.1271401,120.6899812,台中市東區,大智路436號8樓之2
82821069,捷程開發有限公司,24.2097247,120.56917,台中市沙鹿區,埔子里屏西路178號1樓
42893426,華成城市開發有限公司,24.1161861,120.6562433,台中市南區,工學里復興路1段410號1樓
82825403,璨新不動產有限公司,24.1322462,120.6437738,台中市南屯區,向心南路733號1樓
82820435,世界不動產有限公司,24.11228,120.6744633,台中市大里區,爽文路1029號1樓
62125108,群舍不動產經紀有限公司,24.1504217,120.6124697,台中市南屯區,文山里向上路5段138號1樓
82830341,遠見房屋股份有限公司,24.1821679,120.6437072,台中市西屯區,福星路202號2樓
82826769,好家庭園不動產有限公司,24.1593131,120.7262127,台中市北屯區,?子里太順路40號1樓
82831432,禾田屋不動產經紀有限公司,24.1008707,120.6604011,台中市南區,東興路1段26號1樓
82840191,宸立不動產事業有限公司,24.1518709,120.676797,台中市北區,立人里中清路1段641號1樓
82831860,日宇不動產有限公司,24.151222,120.6380967,台中市南屯區,公益路2段487號1樓
82771856,立挺有限公司,24.2482209,120.7188806,台中市大里區,中興路1段216巷12號1樓
82832636,城市租屋買賣有限公司,24.1671277,120.6567971,台中市西屯區,重慶路163號
63002842,百億國際行銷有限公司,24.1494264,120.6244035,台中市南屯區,五權西路2段1236號1樓
82840262,大大不動產經紀業有限公司,24.1867843,120.6400858,台中市西屯區,西墩里黎明路3段545號1樓
24261840,慶霖不動產有限公司,24.1568973,120.6515252,台中市南屯區,大隆路103號2樓
82859923,聚創資產管理有限公司,24.169006,120.641422,台中市西屯區,上安里上安路11巷37號1樓
82841473,大恆不動產經紀有限公司,24.1632373,120.6421355,台中市西屯區,惠來路2段238號1樓
54739498,立圓開發有限公司,24.177014,120.639565,台中市西屯區,西安里逢明街66號1樓
